meter_id,meter,model,context_rows,regime_id,regime,normal_count,baseline_false_positive_count,f1_false_positive_count,threshold
3,Hotwater,tabpfn,100000,3,100–1k,205426,1389,1083,0.5539127588272095
3,Hotwater,tabpfn,100000,4,1k–10k,50056,196,142,0.5539127588272095
3,Hotwater,tabpfn,100000,5,10k–100k,4451,124,72,0.5539127588272095
3,Hotwater,tabpfn,100000,6,100k–300k,51,7,5,0.5539127588272095
3,Hotwater,tabpfn,100000,7,≥300k,0,0,0,0.5539127588272095
3,Hotwater,trees,5000,0,0–1,101723,46872,22786,0.8503103256225586
3,Hotwater,trees,5000,1,1–10,48546,12666,8364,0.8503103256225586
3,Hotwater,trees,5000,2,10–100,135177,4079,1949,0.8503103256225586
3,Hotwater,trees,5000,3,100–1k,205426,1350,126,0.8503103256225586
3,Hotwater,trees,5000,4,1k–10k,50056,60,0,0.8503103256225586
3,Hotwater,trees,5000,5,10k–100k,4451,30,0,0.8503103256225586
3,Hotwater,trees,5000,6,100k–300k,51,3,0,0.8503103256225586
3,Hotwater,trees,5000,7,≥300k,0,0,0,0.8503103256225586
3,Hotwater,trees,10000,0,0–1,101723,40516,23810,0.7863837480545044
3,Hotwater,trees,10000,1,1–10,48546,9011,3744,0.7863837480545044
3,Hotwater,trees,10000,2,10–100,135177,3269,1381,0.7863837480545044
3,Hotwater,trees,10000,3,100–1k,205426,1278,179,0.7863837480545044
3,Hotwater,trees,10000,4,1k–10k,50056,134,25,0.7863837480545044
3,Hotwater,trees,10000,5,10k–100k,4451,9,0,0.7863837480545044
3,Hotwater,trees,10000,6,100k–300k,51,0,0,0.7863837480545044
3,Hotwater,trees,10000,7,≥300k,0,0,0,0.7863837480545044
3,Hotwater,trees,20000,0,0–1,101723,35033,21640,0.7409506440162659
3,Hotwater,trees,20000,1,1–10,48546,6715,725,0.7409506440162659
3,Hotwater,trees,20000,2,10–100,135177,2989,843,0.7409506440162659
3,Hotwater,trees,20000,3,100–1k,205426,1595,398,0.7409506440162659
3,Hotwater,trees,20000,4,1k–10k,50056,252,96,0.7409506440162659
3,Hotwater,trees,20000,5,10k–100k,4451,29,5,0.7409506440162659
3,Hotwater,trees,20000,6,100k–300k,51,0,0,0.7409506440162659
3,Hotwater,trees,20000,7,≥300k,0,0,0,0.7409506440162659
3,Hotwater,trees,50000,0,0–1,101723,31066,19223,0.7396552562713623
3,Hotwater,trees,50000,1,1–10,48546,8580,490,0.7396552562713623
3,Hotwater,trees,50000,2,10–100,135177,2724,549,0.7396552562713623
3,Hotwater,trees,50000,3,100–1k,205426,1363,278,0.7396552562713623
3,Hotwater,trees,50000,4,1k–10k,50056,238,92,0.7396552562713623
3,Hotwater,trees,50000,5,10k–100k,4451,36,5,0.7396552562713623
3,Hotwater,trees,50000,6,100k–300k,51,0,0,0.7396552562713623
3,Hotwater,trees,50000,7,≥300k,0,0,0,0.7396552562713623
3,Hotwater,trees,100000,0,0–1,101723,27140,17909,0.7266824245452881
3,Hotwater,trees,100000,1,1–10,48546,7240,345,0.7266824245452881
3,Hotwater,trees,100000,2,10–100,135177,3115,793,0.7266824245452881
3,Hotwater,trees,100000,3,100–1k,205426,1093,268,0.7266824245452881
3,Hotwater,trees,100000,4,1k–10k,50056,180,72,0.7266824245452881
3,Hotwater,trees,100000,5,10k–100k,4451,16,1,0.7266824245452881
3,Hotwater,trees,100000,6,100k–300k,51,0,0,0.7266824245452881
3,Hotwater,trees,100000,7,≥300k,0,0,0,0.7266824245452881
